1.000000000000000000e+00,1.000000000000000000e+00,1.154805850982666016e+01
1.000000000000000000e+00,3.000000000000000000e+00,1.144600486755371094e+01
3.000000000000000000e+00,1.000000000000000000e+00,1.142381954193115234e+01
3.000000000000000000e+00,3.000000000000000000e+00,1.132163524627685547e+01
1.000000000000000000e+00,5.000000000000000000e+00,1.134498882293701172e+01
3.000000000000000000e+00,5.000000000000000000e+00,1.122023582458496094e+01
1.000000000000000000e+00,7.000000000000000000e+00,1.124457645416259766e+01
3.000000000000000000e+00,7.000000000000000000e+00,1.111900138854980469e+01
1.000000000000000000e+00,9.000000000000000000e+00,1.114440059661865234e+01
3.000000000000000000e+00,9.000000000000000000e+00,1.101727676391601562e+01
1.681757807731628418e+00,1.100000000000000000e+01,1.100000000000000000e+01
3.000000000000000000e+00,1.100000000000000000e+01,1.091654205322265625e+01
3.000000000000000000e+00,9.340572357177734375e+00,1.100000000000000000e+01
1.000000000000000000e+00,1.100000000000000000e+01,1.104435348510742188e+01
1.000000000000000000e+00,1.189891719818115234e+01,1.100000000000000000e+01
1.000000000000000000e+00,1.300000000000000000e+01,1.094621372222900391e+01
3.000000000000000000e+00,1.300000000000000000e+01,1.081580829620361328e+01
1.000000000000000000e+00,1.500000000000000000e+01,1.085148239135742188e+01
3.000000000000000000e+00,1.500000000000000000e+01,1.071574020385742188e+01
1.000000000000000000e+00,1.700000000000000000e+01,1.076193809509277344e+01
3.000000000000000000e+00,1.700000000000000000e+01,1.061888790130615234e+01
1.000000000000000000e+00,1.900000000000000000e+01,1.068194293975830078e+01
3.000000000000000000e+00,1.900000000000000000e+01,1.052996063232421875e+01
1.000000000000000000e+00,2.100000000000000000e+01,1.061742687225341797e+01
3.000000000000000000e+00,2.100000000000000000e+01,1.045614337921142578e+01
1.000000000000000000e+00,2.300000000000000000e+01,1.057500648498535156e+01
3.000000000000000000e+00,2.300000000000000000e+01,1.040634918212890625e+01
1.000000000000000000e+00,2.500000000000000000e+01,1.056014823913574219e+01
3.000000000000000000e+00,2.500000000000000000e+01,1.038863372802734375e+01
1.000000000000000000e+00,2.700000000000000000e+01,1.057500648498535156e+01
3.000000000000000000e+00,2.700000000000000000e+01,1.040634918212890625e+01
1.000000000000000000e+00,2.900000000000000000e+01,1.061742687225341797e+01
3.000000000000000000e+00,2.900000000000000000e+01,1.045614337921142578e+01
1.000000000000000000e+00,3.100000000000000000e+01,1.068194293975830078e+01
3.000000000000000000e+00,3.100000000000000000e+01,1.052996063232421875e+01
1.000000000000000000e+00,3.300000000000000000e+01,1.076193809509277344e+01
3.000000000000000000e+00,3.300000000000000000e+01,1.061888790130615234e+01
1.000000000000000000e+00,3.500000000000000000e+01,1.085148239135742188e+01
3.000000000000000000e+00,3.500000000000000000e+01,1.071574020385742188e+01
1.000000000000000000e+00,3.700000000000000000e+01,1.094621372222900391e+01
3.000000000000000000e+00,3.700000000000000000e+01,1.081580829620361328e+01
1.681757807731628418e+00,3.900000000000000000e+01,1.100000000000000000e+01
1.000000000000000000e+00,3.810108184814453125e+01,1.100000000000000000e+01
3.000000000000000000e+00,3.900000000000000000e+01,1.091654205322265625e+01
1.000000000000000000e+00,3.900000000000000000e+01,1.104435348510742188e+01
3.000000000000000000e+00,4.065942764282226562e+01,1.100000000000000000e+01
3.000000000000000000e+00,4.100000000000000000e+01,1.101727676391601562e+01
1.000000000000000000e+00,4.100000000000000000e+01,1.114440059661865234e+01
1.000000000000000000e+00,4.300000000000000000e+01,1.124457645416259766e+01
3.000000000000000000e+00,4.300000000000000000e+01,1.111900138854980469e+01
1.000000000000000000e+00,4.500000000000000000e+01,1.134498882293701172e+01
3.000000000000000000e+00,4.500000000000000000e+01,1.122023582458496094e+01
1.000000000000000000e+00,4.700000000000000000e+01,1.144600486755371094e+01
3.000000000000000000e+00,4.700000000000000000e+01,1.132163524627685547e+01
1.000000000000000000e+00,4.900000000000000000e+01,1.154805850982666016e+01
3.000000000000000000e+00,4.900000000000000000e+01,1.142381954193115234e+01
5.000000000000000000e+00,1.000000000000000000e+00,1.130888366699218750e+01
5.000000000000000000e+00,3.000000000000000000e+00,1.120708370208740234e+01
5.000000000000000000e+00,5.000000000000000000e+00,1.110604286193847656e+01
5.000000000000000000e+00,7.000000000000000000e+00,1.100500392913818359e+01
3.300711631774902344e+00,9.000000000000000000e+00,1.100000000000000000e+01
5.000000000000000000e+00,9.000000000000000000e+00,1.090513992309570312e+01
5.000000000000000000e+00,7.099470615386962891e+00,1.100000000000000000e+01
5.000000000000000000e+00,1.100000000000000000e+01,1.080426120758056641e+01
5.000000000000000000e+00,1.300000000000000000e+01,1.070190620422363281e+01
5.000000000000000000e+00,1.500000000000000000e+01,1.059853935241699219e+01
5.000000000000000000e+00,1.700000000000000000e+01,1.049618053436279297e+01
5.000000000000000000e+00,1.900000000000000000e+01,1.039940071105957031e+01
5.000000000000000000e+00,2.100000000000000000e+01,1.031624603271484375e+01
5.000000000000000000e+00,2.300000000000000000e+01,1.025817680358886719e+01
5.000000000000000000e+00,2.500000000000000000e+01,1.023702144622802734e+01
5.000000000000000000e+00,2.700000000000000000e+01,1.025817680358886719e+01
5.000000000000000000e+00,2.900000000000000000e+01,1.031624603271484375e+01
5.000000000000000000e+00,3.100000000000000000e+01,1.039940071105957031e+01
5.000000000000000000e+00,3.300000000000000000e+01,1.049618053436279297e+01
5.000000000000000000e+00,3.500000000000000000e+01,1.059853935241699219e+01
5.000000000000000000e+00,3.700000000000000000e+01,1.070190620422363281e+01
5.000000000000000000e+00,3.900000000000000000e+01,1.080426120758056641e+01
3.300711631774902344e+00,4.100000000000000000e+01,1.100000000000000000e+01
5.000000000000000000e+00,4.100000000000000000e+01,1.090513992309570312e+01
5.000000000000000000e+00,4.290052795410156250e+01,1.100000000000000000e+01
5.000000000000000000e+00,4.300000000000000000e+01,1.100500392913818359e+01
5.000000000000000000e+00,4.500000000000000000e+01,1.110604286193847656e+01
5.000000000000000000e+00,4.700000000000000000e+01,1.120708370208740234e+01
5.000000000000000000e+00,4.900000000000000000e+01,1.130888366699218750e+01
7.000000000000000000e+00,1.000000000000000000e+00,1.120273780822753906e+01
7.000000000000000000e+00,3.000000000000000000e+00,1.110178089141845703e+01
7.000000000000000000e+00,5.000000000000000000e+00,1.100181388854980469e+01
5.096295833587646484e+00,7.000000000000000000e+00,1.100000000000000000e+01
7.000000000000000000e+00,7.000000000000000000e+00,1.090393352508544922e+01
7.000000000000000000e+00,5.036780357360839844e+00,1.100000000000000000e+01
7.000000000000000000e+00,9.000000000000000000e+00,1.080581092834472656e+01
7.000000000000000000e+00,1.100000000000000000e+01,1.070649528503417969e+01
7.000000000000000000e+00,1.300000000000000000e+01,1.060522842407226562e+01
7.000000000000000000e+00,1.500000000000000000e+01,1.050185298919677734e+01
7.000000000000000000e+00,1.700000000000000000e+01,1.039761066436767578e+01
7.000000000000000000e+00,1.900000000000000000e+01,1.029634761810302734e+01
7.000000000000000000e+00,2.100000000000000000e+01,1.020605850219726562e+01
7.000000000000000000e+00,2.300000000000000000e+01,1.014005661010742188e+01
7.000000000000000000e+00,2.500000000000000000e+01,1.011504459381103516e+01
7.000000000000000000e+00,2.700000000000000000e+01,1.014005661010742188e+01
7.000000000000000000e+00,2.900000000000000000e+01,1.020605850219726562e+01
7.000000000000000000e+00,3.100000000000000000e+01,1.029634761810302734e+01
7.000000000000000000e+00,3.300000000000000000e+01,1.039761066436767578e+01
7.000000000000000000e+00,3.500000000000000000e+01,1.050185298919677734e+01
7.000000000000000000e+00,3.700000000000000000e+01,1.060522842407226562e+01
7.000000000000000000e+00,3.900000000000000000e+01,1.070649528503417969e+01
7.000000000000000000e+00,4.100000000000000000e+01,1.080581092834472656e+01
5.096295833587646484e+00,4.300000000000000000e+01,1.100000000000000000e+01
7.000000000000000000e+00,4.300000000000000000e+01,1.090393352508544922e+01
7.000000000000000000e+00,4.496321868896484375e+01,1.100000000000000000e+01
7.000000000000000000e+00,4.500000000000000000e+01,1.100181388854980469e+01
7.000000000000000000e+00,4.700000000000000000e+01,1.110178089141845703e+01
7.000000000000000000e+00,4.900000000000000000e+01,1.120273780822753906e+01
9.000000000000000000e+00,1.000000000000000000e+00,1.110478496551513672e+01
9.000000000000000000e+00,3.000000000000000000e+00,1.100497913360595703e+01
7.037695884704589844e+00,5.000000000000000000e+00,1.100000000000000000e+01
9.000000000000000000e+00,5.000000000000000000e+00,1.090826892852783203e+01
9.000000000000000000e+00,3.102124452590942383e+00,1.100000000000000000e+01
9.000000000000000000e+00,7.000000000000000000e+00,1.081280803680419922e+01
9.000000000000000000e+00,9.000000000000000000e+00,1.071775150299072266e+01
9.000000000000000000e+00,1.100000000000000000e+01,1.062215042114257812e+01
9.000000000000000000e+00,1.300000000000000000e+01,1.052505588531494141e+01
9.000000000000000000e+00,1.500000000000000000e+01,1.042587757110595703e+01
9.000000000000000000e+00,1.700000000000000000e+01,1.032512760162353516e+01
9.000000000000000000e+00,1.900000000000000000e+01,1.022562980651855469e+01
9.000000000000000000e+00,2.100000000000000000e+01,1.013432884216308594e+01
9.000000000000000000e+00,2.300000000000000000e+01,1.006440258026123047e+01
