9.870156764984130859e+00,6.000000000000000000e+00,4.550000000000000000e+01
1.200000000000000000e+01,2.000000000000000000e+00,4.508328247070312500e+01
1.025174283981323242e+01,2.000000000000000000e+00,4.550000000000000000e+01
1.200000000000000000e+01,6.000000000000000000e+00,4.499040603637695312e+01
6.055527925491333008e+00,2.000000000000000000e+00,4.650000000000000000e+01
5.689699292182922363e+00,6.000000000000000000e+00,4.650000000000000000e+01
4.000000000000000000e+00,2.000000000000000000e+00,4.698975753784179688e+01
4.000000000000000000e+00,6.000000000000000000e+00,4.690410232543945312e+01
9.485324382781982422e+00,1.000000000000000000e+01,4.550000000000000000e+01
1.200000000000000000e+01,1.000000000000000000e+01,4.489616775512695312e+01
5.319633364677429199e+00,1.000000000000000000e+01,4.650000000000000000e+01
4.000000000000000000e+00,1.000000000000000000e+01,4.681672668457031250e+01
9.097650527954101562e+00,1.400000000000000000e+01,4.550000000000000000e+01
1.200000000000000000e+01,1.400000000000000000e+01,4.480072021484375000e+01
4.946068346500396729e+00,1.400000000000000000e+01,4.650000000000000000e+01
4.000000000000000000e+00,1.400000000000000000e+01,4.672783279418945312e+01
8.707920074462890625e+00,1.800000000000000000e+01,4.550000000000000000e+01
1.200000000000000000e+01,1.800000000000000000e+01,4.470422363281250000e+01
4.569675266742706299e+00,1.800000000000000000e+01,4.650000000000000000e+01
4.000000000000000000e+00,1.800000000000000000e+01,4.663763046264648438e+01
8.317511558532714844e+00,2.200000000000000000e+01,4.550000000000000000e+01
1.200000000000000000e+01,2.200000000000000000e+01,4.460708999633789062e+01
4.191831007599830627e+00,2.200000000000000000e+01,4.650000000000000000e+01
4.000000000000000000e+00,2.200000000000000000e+01,4.654648971557617188e+01
7.927782297134399414e+00,2.600000000000000000e+01,4.550000000000000000e+01
1.200000000000000000e+01,2.600000000000000000e+01,4.450972747802734375e+01
4.000000000000000000e+00,2.402888679504394531e+01,4.650000000000000000e+01
4.000000000000000000e+00,2.600000000000000000e+01,4.645481872558593750e+01
1.164196586608886719e+01,3.000000000000000000e+01,4.450000000000000000e+01
1.200000000000000000e+01,3.000000000000000000e+01,4.441268539428710938e+01
1.200000000000000000e+01,2.640102195739746094e+01,4.450000000000000000e+01
7.540869712829589844e+00,3.000000000000000000e+01,4.550000000000000000e+01
4.000000000000000000e+00,3.000000000000000000e+01,4.636308288574218750e+01
1.124985694885253906e+01,3.400000000000000000e+01,4.450000000000000000e+01
1.200000000000000000e+01,3.400000000000000000e+01,4.431659698486328125e+01
7.158839464187622070e+00,3.400000000000000000e+01,4.550000000000000000e+01
4.000000000000000000e+00,3.400000000000000000e+01,4.627185440063476562e+01
1.086626052856445312e+01,3.800000000000000000e+01,4.450000000000000000e+01
1.200000000000000000e+01,3.800000000000000000e+01,4.422220993041992188e+01
6.784066677093505859e+00,3.800000000000000000e+01,4.550000000000000000e+01
4.000000000000000000e+00,3.800000000000000000e+01,4.618174362182617188e+01
1.049383878707885742e+01,4.200000000000000000e+01,4.450000000000000000e+01
1.200000000000000000e+01,4.200000000000000000e+01,4.413027572631835938e+01
6.419146060943603516e+00,4.200000000000000000e+01,4.550000000000000000e+01
4.000000000000000000e+00,4.200000000000000000e+01,4.609344863891601562e+01
1.013536500930786133e+01,4.600000000000000000e+01,4.450000000000000000e+01
1.200000000000000000e+01,4.600000000000000000e+01,4.404160690307617188e+01
6.066393136978149414e+00,4.600000000000000000e+01,4.550000000000000000e+01
4.000000000000000000e+00,4.600000000000000000e+01,4.600764465332031250e+01
9.793573379516601562e+00,5.000000000000000000e+01,4.450000000000000000e+01
1.200000000000000000e+01,5.000000000000000000e+01,4.395700454711914062e+01
5.728554129600524902e+00,5.000000000000000000e+01,4.550000000000000000e+01
4.000000000000000000e+00,5.000000000000000000e+01,4.592506408691406250e+01
